image_file,mask_file,shape,cloud_coverage,mean_red,mean_green,mean_blue,mean_ir,std_red,std_green,std_blue,std_ir,corr_red_ir,corr_green_ir,corr_blue_ir
116656.tif,116656.tif,"(512, 512, 4)",0.9847,7298.07,7021.52,6779.28,6882.76,2744.86,2563.49,2506.72,1949.21,0.9779,0.9848,0.9861
116703.tif,116703.tif,"(512, 512, 4)",1.0,3489.94,3454.71,3404.15,4153.64,1232.84,1303.29,1502.84,1391.43,0.9734,0.9811,0.9842
117007.tif,117007.tif,"(512, 512, 4)",0.4754,2847.0,2828.9,2883.38,3608.37,3025.85,2913.67,2840.27,2635.01,0.9773,0.9843,0.9853
117058.tif,117058.tif,"(512, 512, 4)",0.3315,2033.41,2214.52,2044.16,4043.77,2691.45,2413.29,2292.21,1867.79,0.8796,0.902,0.8924
117072.tif,117072.tif,"(512, 512, 4)",0.2899,2140.05,2919.42,3782.88,4753.04,365.66,344.05,411.08,456.73,0.5769,0.8175,0.9594
117094.tif,117094.tif,"(512, 512, 4)",0.9568,2140.98,2132.19,1910.46,3946.51,1293.83,1242.16,1279.61,960.23,0.794,0.8163,0.7923
117233.tif,117233.tif,"(512, 512, 4)",1.0,2716.17,2615.88,2621.5,2794.22,914.75,831.54,768.29,726.99,0.9905,0.9942,0.9745
117367.tif,117367.tif,"(512, 512, 4)",0.5953,2396.34,2404.0,2219.74,4106.77,2421.58,2325.72,2376.08,1824.81,0.8708,0.8844,0.8706
117445.tif,117445.tif,"(512, 512, 4)",0.9059,1220.61,1450.25,1819.52,2133.81,1344.54,1305.71,1327.42,1433.62,0.948,0.9736,0.9885
117500.tif,117500.tif,"(512, 512, 4)",0.2164,1250.41,1339.84,1349.74,1675.75,490.17,491.57,486.54,644.24,0.6083,0.5881,0.6214
117538.tif,117538.tif,"(512, 512, 4)",0.0614,224.26,157.3,63.62,57.35,81.11,73.89,73.82,77.71,0.8478,0.9337,0.8627
117711.tif,117711.tif,"(512, 512, 4)",1.0,1729.56,1578.26,1417.61,1098.72,329.91,288.19,260.92,244.8,0.9959,0.9966,0.9937
117975.tif,117975.tif,"(512, 512, 4)",0.0,530.33,702.8,968.67,1498.71,129.99,173.44,259.82,385.76,0.8517,0.9077,0.9273
118223.tif,118223.tif,"(512, 512, 4)",1.0,3094.61,3698.84,4524.21,5447.82,792.81,675.35,583.25,554.47,0.8675,0.9122,0.8425
118397.tif,118397.tif,"(512, 512, 4)",0.2112,445.85,653.19,505.29,2587.68,212.48,290.4,372.1,1563.83,0.159,0.4866,0.3522
118528.tif,118528.tif,"(512, 512, 4)",0.7186,2701.28,2726.52,2749.93,3133.1,1320.3,1496.25,1785.45,1977.45,0.9865,0.9904,0.9894
118632.tif,118632.tif,"(512, 512, 4)",0.9878,5264.77,4992.4,4890.55,5292.9,2146.09,2036.16,2015.06,1905.66,0.9951,0.9951,0.9911
118785.tif,118785.tif,"(512, 512, 4)",1.0,4398.43,4102.37,3973.63,3956.15,1678.57,1597.3,1555.69,1538.68,0.9982,0.999,0.9989
118786.tif,118786.tif,"(512, 512, 4)",0.2012,640.86,1029.38,847.31,3440.13,844.89,776.12,790.77,950.06,0.5158,0.5855,0.4709
119264.tif,119264.tif,"(512, 512, 4)",1.0,3210.0,3266.53,3297.67,3776.52,1221.12,1371.73,1638.23,1762.59,0.9744,0.9851,0.9889
119506.tif,119506.tif,"(512, 512, 4)",1.0,2734.76,2676.32,2706.48,2852.32,1199.41,1096.93,1021.23,990.65,0.9943,0.9947,0.9804
119524.tif,119524.tif,"(512, 512, 4)",0.9941,3496.65,3547.56,3768.16,4095.49,501.68,518.92,542.46,552.35,0.9632,0.9781,0.9831
119535.tif,119535.tif,"(512, 512, 4)",1.0,1464.93,1701.24,2001.98,2917.06,688.43,679.55,679.88,719.73,0.9345,0.9513,0.9493
119627.tif,119627.tif,"(512, 512, 4)",0.6531,5150.9,5044.61,4773.64,5801.75,4751.22,4342.74,4209.51,3051.97,0.9771,0.981,0.9774
119651.tif,119651.tif,"(512, 512, 4)",1.0,5049.87,4929.42,4759.4,5406.72,2010.4,1837.74,1754.56,1388.24,0.9748,0.9822,0.9843
119676.tif,119676.tif,"(512, 512, 4)",1.0,8107.09,7427.2,6879.36,7103.5,1151.63,1041.29,976.79,776.83,0.991,0.9919,0.9719
119719.tif,119719.tif,"(512, 512, 4)",0.2245,702.55,1106.83,888.09,3410.16,553.7,489.97,519.48,676.38,0.2558,0.3148,0.1242
119857.tif,119857.tif,"(512, 512, 4)",0.0952,906.81,1115.82,1409.56,1976.51,638.1,642.47,666.64,759.25,0.843,0.8937,0.942
119927.tif,119927.tif,"(512, 512, 4)",1.0,3970.29,3716.95,3511.0,3179.67,987.7,990.35,1023.58,1013.94,0.9963,0.9979,0.9962
119943.tif,119943.tif,"(512, 512, 4)",1.0,2167.38,2208.2,2014.19,3438.51,650.35,588.61,577.52,484.27,0.7049,0.7522,0.6841
119989.tif,119989.tif,"(512, 512, 4)",0.2881,644.63,528.45,465.67,440.55,323.58,318.36,320.73,320.42,0.994,0.9961,0.9905
120005.tif,120005.tif,"(512, 512, 4)",1.0,6339.81,6020.65,5696.19,5950.64,3203.12,3001.18,2925.48,2205.69,0.9947,0.9951,0.9937
120324.tif,120324.tif,"(512, 512, 4)",0.9309,4560.42,4398.01,4328.68,4700.52,2933.86,2833.98,2761.68,2603.69,0.9859,0.99,0.9926
120337.tif,120337.tif,"(512, 512, 4)",0.0,9332.71,8809.46,8402.82,8353.44,1854.53,1769.81,1693.55,1612.52,0.9896,0.9931,0.9918
120478.tif,120478.tif,"(512, 512, 4)",1.0,3409.69,3493.65,3568.76,3986.51,957.96,875.72,836.47,804.44,0.9325,0.9648,0.9657
120480.tif,120480.tif,"(512, 512, 4)",0.28,1550.04,1604.47,1499.81,2717.72,956.17,887.11,848.88,804.49,0.9314,0.9444,0.938
120581.tif,120581.tif,"(512, 512, 4)",0.3276,1816.0,1894.86,1788.43,3089.31,1098.59,1203.7,1419.35,1356.57,0.9476,0.9578,0.9572
120669.tif,120669.tif,"(512, 512, 4)",1.0,12675.26,11669.75,10824.24,10239.19,565.27,539.73,495.25,509.2,0.9947,0.9952,0.9931
120700.tif,120700.tif,"(512, 512, 4)",0.3238,690.39,855.4,801.91,1285.8,576.14,638.92,774.73,1244.67,0.6845,0.7712,0.8347
120798.tif,120798.tif,"(512, 512, 4)",1.0,3844.49,3786.3,3702.94,4948.19,2252.64,2160.99,2151.74,2043.93,0.9681,0.9739,0.97
120875.tif,120875.tif,"(512, 512, 4)",0.6488,3965.57,3860.6,3623.57,4473.82,4469.42,4207.51,4057.75,3320.69,0.9815,0.9853,0.9848
120896.tif,120896.tif,"(512, 512, 4)",0.9939,801.04,1019.91,1168.46,1904.42,413.32,447.17,627.06,851.29,0.3777,0.5103,0.5841
121026.tif,121026.tif,"(512, 512, 4)",0.9556,3707.75,3602.07,3591.87,3959.32,2843.03,2730.27,2675.21,2617.7,0.9932,0.9964,0.996
121215.tif,121215.tif,"(512, 512, 4)",1.0,4006.63,4362.97,4684.42,5471.1,547.27,507.94,489.42,544.63,0.8582,0.9237,0.944
121322.tif,121322.tif,"(512, 512, 4)",0.0067,1026.79,1504.61,1844.64,1944.98,366.35,424.24,670.81,960.68,-0.5751,-0.539,-0.6816
121369.tif,121369.tif,"(512, 512, 4)",0.4894,2067.33,2108.41,1948.23,3836.61,2629.79,2500.14,2471.75,2319.3,0.8764,0.8958,0.8857
121393.tif,121393.tif,"(512, 512, 4)",0.3564,1301.98,1395.29,1140.06,3539.5,1879.11,1744.64,1753.19,1334.16,0.7959,0.8214,0.796
121741.tif,121741.tif,"(512, 512, 4)",0.9991,7780.08,7349.61,7005.18,6938.21,3352.27,3107.52,2892.06,2524.3,0.993,0.9956,0.9923
121753.tif,121753.tif,"(512, 512, 4)",0.7925,3015.97,2999.7,3151.32,3450.82,2835.8,2680.42,2572.8,2536.44,0.9826,0.9904,0.9947
121817.tif,121817.tif,"(512, 512, 4)",1.0,3643.87,3507.65,3412.26,3618.45,929.03,924.02,937.38,938.4,0.989,0.9943,0.9848
121869.tif,121869.tif,"(512, 512, 4)",0.0042,639.62,997.25,1004.56,2506.1,172.2,219.84,274.16,496.46,0.2623,0.4765,0.1386
122056.tif,122056.tif,"(512, 512, 4)",1.0,2465.7,2243.04,2036.59,1909.31,554.61,543.36,538.2,508.55,0.9972,0.9986,0.9973
122390.tif,122390.tif,"(512, 512, 4)",0.5578,1543.69,1636.16,1552.88,2762.75,2075.19,1982.55,1945.63,1674.88,0.9385,0.9486,0.9418
122394.tif,122394.tif,"(512, 512, 4)",0.2459,728.15,858.22,680.19,3040.05,439.87,428.34,486.76,868.37,0.2713,0.2355,0.0474
122525.tif,122525.tif,"(512, 512, 4)",0.9687,6419.4,6253.51,6021.78,6203.86,3462.5,3337.27,3285.3,2655.3,0.9823,0.9846,0.9797
122532.tif,122532.tif,"(512, 512, 4)",0.978,1907.62,2067.29,2261.85,3125.4,1089.69,1045.47,1003.15,961.7,0.9499,0.9632,0.9625
122755.tif,122755.tif,"(512, 512, 4)",0.4936,1799.88,1754.19,1597.17,1437.89,1930.57,1813.17,1763.77,1636.68,0.9988,0.9989,0.9987
122827.tif,122827.tif,"(512, 512, 4)",0.1938,847.47,1193.84,882.37,3187.7,1422.68,1266.79,1216.57,995.21,0.8071,0.8423,0.8075
122876.tif,122876.tif,"(512, 512, 4)",0.4387,875.67,964.29,972.25,1890.55,361.44,400.78,479.15,648.67,0.688,0.7192,0.6489
122977.tif,122977.tif,"(512, 512, 4)",1.0,5480.66,5157.31,4843.73,5240.93,1559.62,1487.79,1471.41,1194.29,0.9919,0.9944,0.9923
123005.tif,123005.tif,"(512, 512, 4)",0.004,350.76,624.28,441.53,3197.11,100.93,137.69,168.09,799.31,-0.231,0.1658,-0.6166
123107.tif,123107.tif,"(512, 512, 4)",1.0,12499.19,11727.52,11127.41,10413.09,2322.16,2175.27,2059.94,1923.82,0.9925,0.9952,0.9831
123205.tif,123205.tif,"(512, 512, 4)",0.1514,556.69,886.74,935.04,2431.68,897.12,800.55,749.29,769.63,0.7329,0.7541,0.6868
123316.tif,123316.tif,"(512, 512, 4)",0.7912,2212.99,2155.45,1932.27,3484.77,2437.2,2314.46,2319.68,1769.0,0.9151,0.9252,0.917
123536.tif,123536.tif,"(512, 512, 4)",0.9823,4347.44,4187.08,4020.01,4456.29,2297.95,2157.57,2071.46,1707.68,0.9854,0.9879,0.9849
123572.tif,123572.tif,"(512, 512, 4)",0.999,6951.09,6561.95,6163.18,6697.59,3433.98,3245.87,3146.45,2324.91,0.9829,0.9871,0.9867
123643.tif,123643.tif,"(512, 512, 4)",0.9545,3070.55,3089.0,3124.72,3554.43,995.63,1069.67,1230.36,1305.28,0.9764,0.9825,0.9836
123682.tif,123682.tif,"(512, 512, 4)",1.0,2011.74,2027.1,1839.43,3415.25,1041.83,950.84,928.65,688.16,0.9655,0.971,0.9455
123792.tif,123792.tif,"(512, 512, 4)",0.9241,3410.52,3910.47,4588.99,5538.94,1184.32,1001.94,825.49,725.87,0.9078,0.9386,0.9118
123839.tif,123839.tif,"(512, 512, 4)",0.0524,854.57,1021.06,846.64,1713.83,987.79,993.53,1088.56,1582.93,0.5489,0.6235,0.6733
123853.tif,123853.tif,"(512, 512, 4)",0.2083,1113.43,1330.55,1602.11,2091.41,1153.47,1126.26,1154.1,1189.61,0.8841,0.9263,0.9551
124085.tif,124085.tif,"(512, 512, 4)",0.9894,10175.7,9409.47,8782.94,8535.34,4156.29,3804.27,3637.23,2861.49,0.9756,0.9832,0.9799
124223.tif,124223.tif,"(512, 512, 4)",0.3596,1900.94,1923.28,1696.59,3485.11,2353.89,2200.97,2199.3,1692.04,0.8821,0.8985,0.8818
124851.tif,124851.tif,"(512, 512, 4)",0.2295,1269.14,1222.52,1075.11,988.2,116.1,105.79,116.55,115.27,0.9743,0.97,0.9641
125151.tif,125151.tif,"(512, 512, 4)",0.6632,4726.85,4647.74,4556.96,4974.46,3965.8,3701.53,3495.59,3219.06,0.9799,0.9859,0.983
125599.tif,125599.tif,"(512, 512, 4)",1.0,10572.43,9866.1,9379.41,9150.28,1770.34,1668.37,1577.82,1504.21,0.9903,0.9928,0.9911
125611.tif,125611.tif,"(512, 512, 4)",0.7609,2939.0,2919.13,2864.68,3614.39,2885.2,2678.79,2537.97,2119.05,0.9611,0.9678,0.9649
125755.tif,125755.tif,"(512, 512, 4)",1.0,3601.6,3380.07,2905.13,4233.2,1399.46,1185.77,1111.41,762.55,0.9477,0.9553,0.9454
125905.tif,125905.tif,"(512, 512, 4)",0.0593,513.9,770.04,702.02,2724.26,516.25,496.36,501.47,657.21,0.6423,0.7115,0.6265
125990.tif,125990.tif,"(512, 512, 4)",0.9575,649.27,1035.64,1947.41,2448.62,367.8,391.45,522.07,590.03,0.7193,0.8528,0.9704
126000.tif,126000.tif,"(512, 512, 4)",1.0,7926.25,7482.84,7251.81,7436.8,3443.83,3091.47,2769.4,2716.23,0.9819,0.9926,0.9794
126122.tif,126122.tif,"(512, 512, 4)",0.2709,1435.9,1470.93,1365.59,2368.2,537.65,617.46,755.78,888.92,0.9112,0.9219,0.9007
126135.tif,126135.tif,"(512, 512, 4)",1.0,2941.42,2756.91,2557.83,2410.19,1091.56,1061.81,1042.15,986.57,0.9989,0.9995,0.9991
126146.tif,126146.tif,"(512, 512, 4)",0.1054,1032.43,1173.23,1081.31,2233.84,1346.43,1292.01,1316.01,1536.81,0.7508,0.7765,0.7804
126225.tif,126225.tif,"(512, 512, 4)",0.857,2381.92,2662.29,2653.91,4227.39,853.84,750.96,751.59,674.65,0.6758,0.785,0.8283
126240.tif,126240.tif,"(512, 512, 4)",0.3388,616.52,682.98,637.95,2499.79,978.1,935.54,922.84,1199.68,0.7602,0.7963,0.7659
126691.tif,126691.tif,"(512, 512, 4)",0.8304,1237.64,1212.76,1173.67,1113.68,604.33,590.34,594.55,590.42,0.9961,0.9972,0.9866
126925.tif,126925.tif,"(512, 512, 4)",0.5184,1953.98,2042.11,1848.0,1477.69,800.43,781.86,765.1,723.71,0.9939,0.9878,0.9848
126985.tif,126985.tif,"(512, 512, 4)",0.4796,2327.24,2332.59,2352.69,2986.91,2819.11,2721.91,2664.77,2552.51,0.9831,0.9863,0.9847
127032.tif,127032.tif,"(512, 512, 4)",0.5448,1700.02,1847.94,1769.32,3177.15,2002.22,1880.61,1842.29,1605.29,0.8651,0.8915,0.8793
127121.tif,127121.tif,"(512, 512, 4)",0.7974,2562.62,2606.7,2431.16,4258.9,2830.73,2656.7,2621.35,2227.99,0.896,0.9137,0.9052
127172.tif,127172.tif,"(512, 512, 4)",1.0,2531.83,2472.2,2281.09,3459.3,476.28,440.13,423.07,373.69,0.934,0.9299,0.7735
127223.tif,127223.tif,"(512, 512, 4)",0.0203,371.97,594.73,452.53,2041.08,223.59,254.93,294.18,1313.29,0.2461,0.5707,0.4502
127329.tif,127329.tif,"(512, 512, 4)",1.0,6617.79,6177.01,5838.47,5452.86,844.16,809.25,791.56,758.03,0.9944,0.9976,0.9899
127351.tif,127351.tif,"(512, 512, 4)",0.764,4264.94,4158.17,4172.77,4441.9,3555.24,3360.92,3196.04,3107.89,0.9888,0.9932,0.9953
127470.tif,127470.tif,"(512, 512, 4)",1.0,9037.67,8478.48,8032.87,7447.14,793.48,762.69,747.17,715.21,0.9925,0.9975,0.996
127529.tif,127529.tif,"(512, 512, 4)",1.0,10163.91,9598.68,9175.03,8561.49,1068.85,1021.01,990.4,843.61,0.9786,0.9868,0.9905
127537.tif,127537.tif,"(512, 512, 4)",0.1255,573.26,723.04,591.1,2255.05,1155.67,1096.6,1083.65,996.14,0.844,0.871,0.8527
127560.tif,127560.tif,"(512, 512, 4)",0.6393,2064.5,2087.76,1892.38,3481.4,2275.19,2153.83,2151.0,1720.69,0.8929,0.9079,0.8929
127824.tif,127824.tif,"(512, 512, 4)",0.21,1243.92,1463.91,1531.11,2760.75,1165.39,1123.73,1147.05,1158.72,0.8012,0.8485,0.8272
127941.tif,127941.tif,"(512, 512, 4)",1.0,447.25,444.8,379.16,316.56,36.16,41.47,48.54,37.48,0.7654,0.8847,0.8766
127965.tif,127965.tif,"(512, 512, 4)",1.0,2763.86,2593.4,2444.24,2231.4,741.49,719.82,728.71,736.43,0.987,0.9942,0.9885
128048.tif,128048.tif,"(512, 512, 4)",0.9819,6239.01,5943.28,5832.79,6263.75,2923.61,2768.76,2708.65,2558.88,0.9953,0.9958,0.9938
128117.tif,128117.tif,"(512, 512, 4)",0.9754,1454.39,1518.99,1335.88,3121.24,936.06,856.51,840.2,708.24,0.8754,0.8875,0.8483
128143.tif,128143.tif,"(512, 512, 4)",1.0,6808.36,6344.9,5984.28,5901.21,2334.81,2125.05,1943.09,1805.1,0.9974,0.9988,0.9952
128206.tif,128206.tif,"(512, 512, 4)",0.0001,128.02,120.72,72.7,53.16,68.99,53.65,37.61,32.63,0.8639,0.898,0.9256
128223.tif,128223.tif,"(512, 512, 4)",0.8998,8092.94,7730.37,7459.06,6826.31,4772.14,4387.08,3938.36,3383.56,0.9924,0.9932,0.9951
128276.tif,128276.tif,"(512, 512, 4)",0.9983,9329.05,8589.34,8004.61,7778.74,3883.34,3551.02,3359.49,2692.73,0.9827,0.988,0.9822
128418.tif,128418.tif,"(512, 512, 4)",0.9999,8361.0,7855.51,7435.89,7375.48,2272.03,2146.54,2070.3,1696.2,0.9896,0.9938,0.9946
128624.tif,128624.tif,"(512, 512, 4)",0.0535,642.71,725.14,745.86,1295.45,111.57,127.06,155.86,410.58,0.4043,0.5658,0.3847
128679.tif,128679.tif,"(512, 512, 4)",0.6026,3140.58,3083.27,3374.76,3850.17,2708.95,2444.65,2171.07,2064.04,0.9614,0.9751,0.9892
128783.tif,128783.tif,"(512, 512, 4)",0.1328,895.07,1135.6,1078.6,2885.58,1125.37,1072.15,1081.18,998.37,0.7911,0.833,0.8186
128941.tif,128941.tif,"(512, 512, 4)",0.3167,1646.33,1691.42,1582.88,3642.68,2640.4,2522.65,2490.84,2269.22,0.8907,0.9039,0.894
129049.tif,129049.tif,"(512, 512, 4)",0.9947,2136.09,2130.11,1914.17,3610.6,1698.81,1553.02,1509.35,1151.76,0.9489,0.954,0.9402
129514.tif,129514.tif,"(512, 512, 4)",0.8923,3287.46,3176.52,2946.64,3803.57,2269.36,2119.02,2067.1,1536.97,0.95,0.9569,0.9515
129556.tif,129556.tif,"(512, 512, 4)",0.3228,1136.54,1371.1,1275.4,2738.11,1597.2,1477.96,1417.27,1352.9,0.8382,0.8719,0.8434
129576.tif,129576.tif,"(512, 512, 4)",1.0,2358.26,2339.91,2146.23,3605.35,1210.2,1109.6,1077.66,849.7,0.9854,0.9879,0.972
129751.tif,129751.tif,"(512, 512, 4)",1.0,11001.93,9799.16,8878.09,8317.4,1785.71,1587.27,1434.42,1241.45,0.9964,0.9971,0.9931
129824.tif,129824.tif,"(512, 512, 4)",0.7538,611.69,1022.24,2018.84,2574.67,224.71,268.22,500.95,601.52,0.6183,0.8221,0.9635
129959.tif,129959.tif,"(512, 512, 4)",0.992,3855.5,3748.15,3474.94,4512.19,1957.15,1823.16,1785.98,1357.1,0.9671,0.974,0.9704
130094.tif,130094.tif,"(512, 512, 4)",1.0,7392.56,6847.5,6470.79,6410.64,1443.41,1299.34,1162.82,1081.92,0.9966,0.9966,0.9933
130156.tif,130156.tif,"(512, 512, 4)",0.6883,1817.43,1884.6,1695.56,3765.73,1593.51,1542.25,1583.44,1201.04,0.8561,0.8664,0.8466
130170.tif,130170.tif,"(512, 512, 4)",0.6623,2797.09,2817.13,2488.89,4217.06,2785.03,2565.39,2555.89,1871.91,0.9031,0.9206,0.9096
130216.tif,130216.tif,"(512, 512, 4)",1.0,3256.31,2968.41,2714.25,2587.64,575.51,528.78,491.47,490.55,0.9963,0.9972,0.9914
130271.tif,130271.tif,"(512, 512, 4)",0.3972,792.53,968.51,784.66,3594.41,1047.08,999.29,993.94,1620.93,0.5632,0.6536,0.5642
130277.tif,130277.tif,"(512, 512, 4)",0.1163,619.2,817.27,730.81,3038.32,642.06,623.47,684.45,723.55,0.4755,0.4936,0.3379
130353.tif,130353.tif,"(512, 512, 4)",0.9854,5193.42,4944.56,4556.0,5712.28,3148.63,2908.51,2808.32,2056.95,0.9607,0.9663,0.9612
130354.tif,130354.tif,"(512, 512, 4)",1.0,3854.79,3817.95,3809.83,4344.66,967.76,1051.57,1243.27,1259.7,0.98,0.9868,0.9888
130359.tif,130359.tif,"(512, 512, 4)",0.6794,3152.11,3087.06,3115.55,3614.14,2850.91,2757.57,2701.73,2578.41,0.9802,0.9865,0.9863
130401.tif,130401.tif,"(512, 512, 4)",0.3173,1628.55,1867.8,2051.04,2192.71,1366.15,1336.26,1337.91,1241.91,0.9557,0.9652,0.9592
130434.tif,130434.tif,"(512, 512, 4)",0.9876,5081.62,4912.43,4952.01,5344.61,2587.16,2311.97,2078.54,1897.69,0.9788,0.9858,0.9776
130477.tif,130477.tif,"(512, 512, 4)",1.0,3560.62,3226.61,2754.66,2608.48,234.4,216.77,201.77,201.14,0.9893,0.9915,0.9859
130531.tif,130531.tif,"(512, 512, 4)",0.7487,4466.04,4229.96,4066.69,4606.33,4078.88,3800.17,3585.08,3412.2,0.9869,0.9911,0.9853
130557.tif,130557.tif,"(512, 512, 4)",0.8,824.9,990.18,855.31,2932.81,513.62,465.55,477.68,513.56,0.5769,0.5969,0.4556
130610.tif,130610.tif,"(512, 512, 4)",0.5105,1642.22,1746.53,1710.29,2513.25,1914.62,1783.48,1774.66,1736.35,0.8515,0.8849,0.9078
130680.tif,130680.tif,"(512, 512, 4)",0.492,1333.74,1383.2,1362.48,2212.51,471.86,532.77,631.77,761.68,0.8987,0.9166,0.905
130726.tif,130726.tif,"(512, 512, 4)",0.0,698.56,858.4,846.87,2456.17,1103.26,1074.0,1095.08,1369.3,0.697,0.7666,0.7205
130782.tif,130782.tif,"(512, 512, 4)",0.0,1304.07,1862.59,2328.66,3318.67,203.28,289.25,444.64,521.31,0.6011,0.7279,0.755
130897.tif,130897.tif,"(512, 512, 4)",0.999,10713.46,9984.99,9442.23,8814.89,3578.08,3320.66,3119.55,2782.79,0.9951,0.9968,0.993
130914.tif,130914.tif,"(512, 512, 4)",0.9929,5173.26,5013.63,4978.87,5370.39,2607.43,2463.61,2377.41,2226.07,0.9939,0.9975,0.9962
130915.tif,130915.tif,"(512, 512, 4)",0.8598,3406.81,3467.22,3502.95,3866.53,1510.59,1640.95,1892.99,1987.47,0.9718,0.9825,0.9881
131064.tif,131064.tif,"(512, 512, 4)",0.0,2142.9,2299.1,2069.01,3860.6,2585.64,2353.98,2287.06,1921.0,0.8867,0.905,0.8852
131167.tif,131167.tif,"(512, 512, 4)",1.0,7609.42,7067.12,6675.29,6595.23,916.09,846.39,779.55,749.93,0.9917,0.9961,0.9908
131244.tif,131244.tif,"(512, 512, 4)",0.9999,5960.03,5556.85,5304.86,5436.31,3354.16,3021.26,2724.97,2588.02,0.9983,0.9992,0.9978
131734.tif,131734.tif,"(512, 512, 4)",0.2574,1282.91,1477.55,1752.38,2285.48,1974.42,1839.31,1753.11,1717.25,0.9445,0.9637,0.9804
132047.tif,132047.tif,"(512, 512, 4)",0.0,498.68,711.89,953.83,1820.94,125.58,180.42,301.05,400.74,0.5578,0.6608,0.5497
132146.tif,132146.tif,"(512, 512, 4)",0.0,740.24,1149.32,1787.51,2491.01,172.24,223.78,347.45,376.64,0.6123,0.8042,0.9522
132316.tif,132316.tif,"(512, 512, 4)",0.6038,2603.91,2615.45,2656.11,3197.08,2822.27,2691.72,2612.48,2514.9,0.9766,0.982,0.9843
132359.tif,132359.tif,"(512, 512, 4)",0.563,1208.87,964.87,859.43,946.67,806.01,738.12,775.38,963.55,0.7969,0.8843,0.9429
132498.tif,132498.tif,"(512, 512, 4)",0.3445,1848.0,2014.61,1870.8,3678.41,2372.45,2209.58,2180.91,1739.48,0.8942,0.9115,0.9029
132537.tif,132537.tif,"(512, 512, 4)",0.9318,3175.56,3061.59,2959.78,3253.35,3366.57,3146.55,2991.12,2794.62,0.9917,0.9916,0.9789
132591.tif,132591.tif,"(512, 512, 4)",1.0,3240.98,3028.53,2897.88,2836.27,1264.41,1211.41,1174.72,1142.45,0.9992,0.9994,0.9983
132653.tif,132653.tif,"(512, 512, 4)",1.0,5256.34,4895.38,4601.6,4274.58,1208.79,1144.96,1118.54,1148.8,0.9884,0.989,0.9487
132663.tif,132663.tif,"(512, 512, 4)",1.0,6896.52,6497.14,6134.34,6657.36,2975.43,2748.2,2626.89,2218.6,0.9948,0.9962,0.99
132687.tif,132687.tif,"(512, 512, 4)",0.4414,580.92,776.54,698.67,2500.35,332.0,325.51,323.6,496.86,0.5705,0.6772,0.5948
132699.tif,132699.tif,"(512, 512, 4)",0.5515,1653.25,1872.03,1716.43,3279.39,2157.42,1985.45,1928.94,1612.26,0.8943,0.908,0.8909
132709.tif,132709.tif,"(512, 512, 4)",0.7763,2734.59,2667.77,2562.17,3660.93,2757.98,2638.64,2603.84,2708.32,0.96,0.9711,0.9691
132792.tif,132792.tif,"(512, 512, 4)",0.2395,888.37,999.97,1079.24,1916.69,1219.41,1163.28,1151.82,1118.91,0.952,0.9645,0.9561
132938.tif,132938.tif,"(512, 512, 4)",1.0,6814.29,6426.2,6106.49,6101.24,1794.88,1681.49,1609.02,1299.41,0.9919,0.994,0.9941
133104.tif,133104.tif,"(512, 512, 4)",1.0,2826.2,2901.54,2920.15,3323.33,660.26,581.76,525.51,495.34,0.9479,0.954,0.948
133133.tif,133133.tif,"(512, 512, 4)",0.9141,6318.95,6221.5,6113.29,7064.02,4033.04,3955.25,4028.03,3613.02,0.974,0.9796,0.9764
133164.tif,133164.tif,"(512, 512, 4)",0.0449,519.04,978.49,747.29,3546.21,217.21,233.13,290.57,435.34,0.1437,0.3179,0.0253
133223.tif,133223.tif,"(512, 512, 4)",0.0126,1462.14,1524.65,1380.8,1550.96,262.05,269.65,317.18,671.33,0.0196,0.3173,0.396
133276.tif,133276.tif,"(512, 512, 4)",0.9931,6119.02,5768.2,5428.92,5584.49,2512.09,2346.25,2244.27,1902.77,0.9707,0.9769,0.9724
133278.tif,133278.tif,"(512, 512, 4)",0.1446,833.5,1027.36,991.61,1991.85,910.06,890.53,933.12,1452.72,0.4219,0.4127,0.298
133326.tif,133326.tif,"(512, 512, 4)",0.9721,3049.55,2830.2,2618.2,2647.67,2652.85,2471.46,2332.52,2271.18,0.9939,0.9957,0.9942
133362.tif,133362.tif,"(512, 512, 4)",0.8727,2444.34,2492.91,2288.17,3622.51,1612.96,1430.15,1345.08,1178.16,0.916,0.9298,0.9104
133653.tif,133653.tif,"(512, 512, 4)",0.9393,5851.53,5481.32,5159.95,5562.2,3390.42,3201.42,3139.76,2400.44,0.9812,0.9845,0.9823
133659.tif,133659.tif,"(512, 512, 4)",0.1343,652.59,667.84,588.63,556.09,129.58,126.62,124.02,157.95,0.6828,0.7739,0.7763
133782.tif,133782.tif,"(512, 512, 4)",1.0,1958.64,1943.14,1797.67,2940.91,469.88,435.02,413.27,401.99,0.9309,0.9341,0.8196
133795.tif,133795.tif,"(512, 512, 4)",0.0,424.9,618.02,643.05,1969.63,117.99,138.49,198.39,327.33,-0.4652,-0.3473,-0.294
133796.tif,133796.tif,"(512, 512, 4)",0.2821,1062.75,1288.48,1606.26,2422.84,943.05,946.45,971.21,1090.98,0.8901,0.9285,0.9584
133875.tif,133875.tif,"(512, 512, 4)",0.9772,5531.04,5465.2,5377.42,6014.88,1973.91,1785.15,1671.55,1555.75,0.9847,0.9907,0.9901
